id,business_type,address,dba_name,city,state,valid_license_for
"1078616704","All Other Insurance Related Activities","123 N WACKER DR","VANTAGE SERVICES LLC","CHICAGO","IL","20251231"
"1103970944","Flat Rate 112","325 E WARM SPRINGS RD","PARTNER WEEKLY LLC","LAS VEGAS","NV","20251231"
"1021574272","Residential Remodelers","704 SW SCHERER RD","ANGELL ELECTRICAL","LEES SUMMIT","MO","20241231"
"1026337920","General Warehousing and Storage","1800B SOUTHERN RD","INDUSTRIAL WAREHOUSE ENT INC","KANSAS CITY","MO","20251231"
"1032252544","Barber Shops","5158 NE 37TH ST","SANCHEZ PAUL","KANSAS CITY","MO","20241231"
"1071497856","Flooring Contractors","4829 S 190TH RD","BRYANT DUSTAN","HALF WAY","MO","20241231"
"1132315264","Flat Rate 127","14143 DENVER WEST PKWY","BCER ENGINEERING INC.","LAKEWOOD","CO","20251231"
"1138213504","Flat Rate 18","PO BOX 230819","NORTHWEST DEMOLITION AND DISMANTLING INC.","TIGARD","OR","20251231"
"1056510592","Lessors of Other Real Estate Property","7220 NORTON AVE","DOUBLE TROUBLE 2 MGMT LLC","KANSAS CITY","MO","20241231"
"1150681728","Flat Rate 121","8640 EVANS AVE","LAMAR JOHNSON COLLABORATIVE INC","BERKELEY","MO","20261231"
"1104784512","New Car Dealers","8003 PROSPECT AVE","PHILLIPS MICHAEL","KANSAS CITY","MO","20261231"
"1172221056","Beauty Salons","8250 N BOOTH AVE","JILLIAN ENTERPRISES LLC","KANSAS CITY","MO","20251231"
"1127906432","Flat Rate 127A","4435 MAIN ST","PPS SERVICES GROUP INC","KANSAS CITY","MO","20251231"
"1177748096","Residential Remodelers","306  PO BOX","ERICKSON BUILD CO. LLC","DE SOTO","KS","20251231"
"1165823104","Hobby Toy and Game Retailers","PO BOX 25","VILLANUEVA NICHOLAS","ODESSA","MO","20261231"
"1203606144","Roofing Contractors","2578 W 600 N","KIN HOME LLC","LINDON","UT","20251231"
"1308508800","Temporary Help Services","7529 AUBURN RD","A-LINE STAFFING SOLUTIONS","UTICA","MI","20251231"
"1201017472","Lessors of Other Real Estate Property","PO BOX 28514","SHASTA III LLC","SAINT LOUIS","MO","20251231"
"1317986944","Lessors of Residential Buildings and Dwellings","PO BOX 86","FENNER INVESTMENTS LLC","LIBERTY","MO","20251231"
"1240949376","Flat Rate 127A","623 26TH AVE","IMEG CONSULTANTS CORP","ROCK ISLAND","IL","20251231"
"1207132800","Marketing Consulting Services","PO BOX 300384","MCGEE EVE","KANSAS CITY","MO","20251231"
"1215814784","Temporary Help Services","PO BOX 331179","KELLY SERVICES USA LLC","DETROIT","MI","20251231"
"1340603520","Pharmaceutical Preparation Manufacturing","184 LIBERTY CORNER RD","HALEON US LP","WARREN","NJ","20251231"
"1365167232","All Other Miscellaneous Retailers","5750 MERCURY DR","CARHARTT INC","DEARBORN","MI","20251231"
"1274901632","Flat Rate 79A","440 LINCOLN ST","HANOVER INSURANCE CO","WORCESTER","MA","20251231"
"1313881216","Flat Rate 79B","140  11TH N AVE","ASURION INSURANCE SERVICES INC","NASHVILLE","TN","20251231"
"1464013440","Janitorial Services","PO BOX 14072","K K CUSTOM IMPROVEMENTS INC","KANSAS CITY","MO","20251231"
"1321020544","Line-Haul Railroads","920 SE QUINCY ST","BNSF RAILWAY COMPANY","TOPEKA","KS","20251231"
"1395018880","Misc Rate 129","7701 INDEPENDENCE AVE","CUSTOM TRUCK & EQUIPMENT LLC","KANSAS CITY","MO","20251231"
"1395364480","All Other Consumer Goods Rental","219 NW 107TH ST","HAGAN AMY R","KANSAS CITY","MO","20251231"
"1512235648","Engineering Services","1 ALLIED DR","ENFRA TME LLC","LITTLE ROCK","AR","20251231"
"1516143232","Software Publishers","41 MADISON AVE","INVISIONAPP INC","NEW YORK","NY","20241231"
"1523207296","Commercial and Institutional Building Construction","PO BOX 186","SCHURLE SIGNS INC","RILEY","KS","20251231"
"1387192960","Flat Rate 82","6160 N CICERO AVE","RELIANCE SECURITY SERVICES","CHICAGO","IL","20241231"
"1554652288","All Other General Merchandise Retailers","PO BOX 182515","BATH & BODY WORKS LLC","COLUMBUS","OH","20251231"
"1442081024","Commercial and Institutional Building Construction","PO BOX 381","FREEDOM ELECTRIC SERVICES INC","GRAIN VALLEY","MO","20251231"
"1450676864","Flat Rate 138","PO BOX 6009","NDR LLC  C/O THE GREEN ROOM RESOURCE","BOZEMAN","MT","20251231"
"1422279296","Temporary Help Services","10200 SUNSET DRIVE","ADP TOTALSOURCE FL XIX","MIAMI","FL","20251231"
"1454768384","All Other Support Services","1 TSYS WAY","TSYS MERCHANT SOLUTIONS LLC","COLUMBUS","GA","20251231"
"1629446784","Flat Rate 120","11203 N MANCHESTER AVE","WARDER AMY L","KANSAS CITY","MO","20251231"
"1484587648","Misc Rate 76","7701 INDEPENDENCE AVE","CTOS RENTALS LLC","KANSAS CITY","MO","20251231"
"1673613952","Misc Rate 129","8812 BLUE RIDGE BLVD","MIDWEST AUTO 1 LLC","KANSAS CITY","MO","20261231"
"1543455360","Paint and Coating Manufacturing","2422 E 15TH ST","TEX-COTE LLC","PANAMA CITY","FL","20251231"
"1693684352","Flat Rate 138","PO BOX 4084","DASHBOARD CONFESSIONAL TOURING INC","SANTA MONICA","CA","20251231"
"1577751168","Photography Studios Portrait","5374 N PALMER AVE","CURLYY MEDIA LLC","KANSAS CITY","MO","20251231"
"1553300608","All Other Telecommunications","PO BOX 4199","TELOGIS INC.","LISLE","IL","20251231"
"1585250944","Glass and Glazing Contractors","6713 CAENEN LAKE RD","KIRK GLASS LLC","LENEXA","KS","20251231"
"1726913664","Employment Placement Agencies","PO BOX 3037","AUREUS NURSING LLC","OMAHA","NE","20251231"
"1599585408","Industrial Building Construction","2800 N REGENCY PARK","ZERNCO INC.","WICHITA","KS","20251231"
"1571652224","Computer Systems Design Services","658  PO BOX","MDL TECHNOLOGY LLC","LIBERTY","MO","20241231"
"1618317952","Software Publishers","PO BOX 18317","TRAINER ROAD LLC","RENO","NV","20251231"
"1624816768","Commercial and Institutional Building Construction","PO BOX 226","OSAGE CONTRACTORS LLC","BUCKNER","MO","20251231"
"1593699456","Flat Rate 42","PO BOX 33625","DIAMOND DELIVERY SERVICE LLC","KANSAS CITY","MO","20251231"
"1647640832","Lessors of Other Real Estate Property","PO BOX 8000","AMERICAN TOWERS LLC","MONSEY","NY","20251231"
"1648863488","Misc Rate 76","PO BOX 2287","HOGARTY SALES INC","MISSION","KS","20241231"
"1778623104","Flat Rate 137","485 LEXINGTON AVE","TRUSTED MEDIA BRANDS","NEW YORK","NY","20251231"
"1690479744","All Other Business Support Services","PO BOX 660613","FREEMAN EXPOSITIONS LLC","DALLAS","TX","20251231"
"1824498304","Offices of Lawyers","1655 W FAIRVIEW AVE","RIMON PC","BOISE","ID","20241231"
"1668047488","Lessors of Other Real Estate Property","720 MAIN ST","HER WAY HOMES LLC","KANSAS CITY","MO","20241231"
"1729667712","Residential Remodelers","120 S CENTRAL AVE","PEARL BRANDON W","CLAYTON","MO","20241231"
"1739870848","Nail Salons","616 E 99TH ST","NGUYEN THANH T","KANSAS CITY","MO","20251231"
"1879706752","Tax Preparation Services","ONE H&R BLOCK WAY","SERVICEWORKS INC","KANSAS CITY","MO","20251231"
"1887173760","Other Building Material Dealers","16335 JOHN GLENN PKWY","RUGBY HOLDINGS LLC","NEW CENTURY","KS","20241231"
"1756975744","Drywall and Insulation Contractors","6504 ROYAL ST","HIGH DEFINITION DRYWALL LLC","PLEASANT VALLEY","MO","20251231"
"1764319872","Pet Care (except Veterinary) Services","PO BOX 874","GREG HOBSON & ASSOC LLC","PECULIAR","MO","20241231"
"1909652608","Professional Employer Organizations","PO BOX 59222","GALACTIC EMPLOYER SERVICES","BIRMINGHAM","AL","20261231"
"1816273536","Offices of Other Holding Companies","221 BOLIVAR ST","KARES MANAGEMENT INC","JEFFERSON CITY","MO","20251231"
"1831335040","Janitorial Services","413 S NORMANDY DR","MC JANITORAL LLC","OLATHE","KS","20251231"
"1959715456","Landscaping Services","PO BOX 22764","BROOKSIDE LAWN SERVICES","KANSAS CITY","MO","20251231"
"1823493248","Flat Rate 42","PO BOX 520230","TEDS TRASH SERVICE INC","INDEPENDENCE","MO","20251231"
"1900020352","Poured Concrete Foundation and Structure Contractors","11101 JOHNSON DR","ANDY'S FOUNDATIONS LLC","SHAWNEE","KS","20251231"
"2007626880","Direct Health and Medical Insurance Carriers","PO BOX 1525","PEERLESS INSURANCE COMPANY","DOVER","NH","20251231"
"2011947648","Offices of Lawyers","750 PARK OF COMMERCE BLVD","LOGS LEGAL GROUP LLP","BOCA RATON","FL","20251231"
"1966269056","Offices of Real Estate Appraisers","2100 GILL PLAZA DR","GILL GROUP INC.","DEXTER","MO","20251231"
"1919843456","Roofing Contractors","1633 NORMANDY CT","APPLE ROOFING LLC","LINCOLN","NE","20251231"
"2049688192","Used Car Dealers","8311 PERSHING RD","TRIDENT MOTORS LLC","RAYTOWN","MO","20251231"
"2073756288","Misc Rate 129","266207  PO BOX","US AUTO KC LLC","KANSAS CITY","MO","20251231"
"2021559424","Commercial and Institutional Building Construction","PO BOX 2005","LC SOLUTIONS LLC","INDEPENDENCE","MO","20251231"
"2117472896","Temporary Help Services","700 E DIEHL RD","ASPEN TECHNICAL STAFFING INC","NAPERVILLE","IL","20251231"
"2073756288","Used Car Dealers","266207  PO BOX","US AUTO KC LLC","KANSAS CITY","MO","20251231"
"2132038272","Beauty Salons","5530 N ANTIOCH RD","STUDIO 925 INC","KANSAS CITY","MO","20251231"
"1039791232","Gift Novelty and Souvenir Retailers","400 GRAND BLVD","EMBLAZON COMPANY","KANSAS CITY","MO","20251231"
"159112320","All Other Professional Scientific and Technical Services","406 W 34TH ST","LEGACY MASSAGE LLC","KANSAS CITY","MO","20251231"
"640533120","General Automotive Repair","3500 E 31ST ST","TAYLOR JR DONNELL L","KANSAS CITY","MO","20251231"
"49233024","General Freight Trucking Local","412 GEORGIA AVE","ZECO OF MISSOURI LLC","CHATTANOOGA","TN","20251231"
"1047477376","Fitness and Recreational Sports Centers","11128 HOLMES RD","JANET SCHMIDT","KANSAS CITY","MO","20251231"
"1543672448","Nonresidential Property Managers","2946 E 29TH ST","THOMAS HOLDINGS & INVESTMENT GROUP LLC","KANSAS CITY","MO","20251231"
"1857883264","Commercial and Institutional Building Construction","452  PO BOX","FIVE STAR PLUMBING INC","BLUE SPRINGS","MO","20251231"
"1317633152","All Other Professional Scientific and Technical Services","2420 E LINWOOD BLVD","KMDCDS LLC","KANSAS CITY","MO","20241231"
"1596505216","Drinking Places (Alcoholic Beverages)","504 WESTPORT RD","JOHNNY KAWS WESTPORT INC","KANSAS CITY","MO","20251231"
"1354687104","Parking Lots and Garages","1601 STATE LINE ROAD","LAZ PARKING MIDWEST LLC","KANSAS CITY","MO","20241231"
"62263936","Other Computer Related Services","50 HAWTHORNE ST","ANAPLAN INC","SAN FRANCISCO","CA","20251231"
"5254272","Commercial and Institutional Building Construction","8186 HIGHWAY 52","KANSAS CITY PLUMBING COMPANY LLC","VERSAILLES","MO","20251231"
"788742784","Roofing Contractors","6101 N STRATHBURY AVE","DOWN UNDER ROOFING LLC","KANSAS CITY","MO","20251231"
"2039983232","Employment Placement Agencies","655  DISCOVERY NW DR","TOTAL SOLUTIONS INC","HUNTSVILLE","AL","20251231"
"1179430016","Misc Rate 128","922 WALNUT ST","CFB VENTURE FUND I INC","KANSAS CITY","MO","20251231"
"1759792256","Flat Rate 79B","PO BOX 12847","SHENANDOAH LIFE INSURANCE CO","ROANOKE","VA","20251231"
"2025693824","Custom Computer Programming Services","625 MARYVILLE CENTRE DR","BIG NERD RANCH LLC","SAINT LOUIS","MO","20241231"
"1774554240","Hardware Merchant Wholesalers","14900 S US HIGHWAY 71","TRUE VALUE COMPANY","KANSAS CITY","MO","20241231"
"1183584896","Offices of Mental Health Practitioners (except Physicians)","1600 GENESSEE ST","CREATIVE INNER CONNECTION LLC","KANSAS CITY","MO","20251231"
"431653504","Beauty Salons","3401 MAIN ST","PETRA DE SALON & SPA LLC","KANSAS CITY","MO","20251231"
"422941312","Barber Shops","3100 GILLHAM PLZ","KUTREATIONSTUDIO LLC","KANSAS CITY","MO","20251231"
"547971712","All Other Personal Services","3824 CEDAR SPRINGS RD","CULTURAL AWARENESS INTERNATIONAL INC.","DALLAS","TX","20251231"
"1543654528","Beauty Salons","5837 SWOPE PKWY","SIMMONS CHAUNTEA","KANSAS CITY","MO","20251231"
"1497735808","Electrical Contractors and Other Wiring Installation Contractors","101 E OSCAR ST","REED ELECTRIC KC LLC","PAOLA","KS","20251231"
"1125798528","Misc Rate 129","8716 E 67TH ST","CROSS ENTERPRISE LLC","KANSAS CITY","MO","20251231"
"726667904","Temporary Help Services","1409 SWIFT AVE","LABOR SOLUTIONS OF MISSOURI LLC.","NORTH KANSAS CITY","MO","20251231"
"887331968","Beauty Salons","1717 WESTPORT RD","DAVIS JEFFREY A","KANSAS CITY","MO","20251231"
"1977655936","Lumber Plywood Millwork and Wood Panel Merchant Wholesalers","5825 W HAROLD GATTY DR","SIERRA FOREST PRODUCTS","SALT LAKE CITY","UT","20251231"
"1022681728","Other Management Consulting Services","5303 NW 78TH PL","MONSEES TECHNOLOGIES INC","KANSAS CITY","MO","20251231"
"1411924608","Battery Manufacturing","7601 NW 107TH TER","STRYTEN MANUFACTURING LLC","KANSAS CITY","MO","20251231"
"162856064","Land Subdivision","7308 NW TIFFANY SPRINGS PKWY","HIGHWAY 152 INVESTORS LLC","KANSAS CITY","MO","20241231"
"595563136","Lessors of Residential Buildings and Dwellings","11117 W 122ND TER","AM ECHO PROPERTIES LLC","OVERLAND PARK","KS","20251231"
"1887756928","Other Activities Related to Real Estate","3825 BIRCHWOOD DR","RG REAL ESTATE LLC","KANSAS CITY","MO","20251231"
"232215168","All Other Transit and Ground Passenger Transportation","2408 E 59TH ST","CRISWELL DESHONA","KANSAS CITY","MO","20251231"
"1024844416","Optical Goods Retailers","4400 BROADWAY BLVD","INSIGHT EYECARE SPECIALTIES INC","KANSAS CITY","MO","20251231"
"678781568","Offices of Mental Health Practitioners (except Physicians)","5902 LOCUST ST","KATIE DALBEY LLC","KANSAS CITY","MO","20251231"
"402574464","Commercial and Institutional Building Construction","21010 W 72ND TER","LEITHEAD MASONRY INC","SHAWNEE","KS","20251231"
"1618443392","Tortilla Manufacturing","3119 BELL ST","YOLI TORTILLERIA LLC","KANSAS CITY","MO","20251231"
"111889536","Commercial and Institutional Building Construction","4232 SAINT JOHN AVE","ALWAYS ROOFING I INC","KANSAS CITY","MO","20251231"
"1989886592","Food (Health) Supplement Retailers","20801 NE 157TH ST","CORNER NUTRITION LLC","KEARNEY","MO","20241231"
"1816728192","Other Gasoline Stations","1620 W 14TH ST","HMS 313 LLC","KANSAS CITY","MO","20251231"
"142011520","All Other Specialty Food Retailers","4706 CENTRAL ST","R P R ENTERPRISES INC","KANSAS CITY","MO","20251231"
"1253575808","All Other Business Support Services","620 E GREGORY BLVD","JOHNSON STANLEY D","KANSAS CITY","MO","20251231"
"442208896","Offices of Real Estate Agents and Brokers","5804 WYANDOTTE ST","JLB5 LLC","KANSAS CITY","MO","20251231"
"456772736","All Other Professional Scientific and Technical Services","9912 FLORA AVE","CARLA S CLEANING SERVICE","KANSAS CITY","MO","20251231"
"75780736","Electrical Contractors and Other Wiring Installation Contractors","7237 OUTLOOK ST","BAS ELECTRIC","OVERLAND PARK","KS","20251231"
"794358912","Pet Care (except Veterinary) Services","817 NE 80TH TER","JOAN E SMITH","KANSAS CITY","MO","20251231"
"212599424","Commercial Bakeries","1624 GRAND BLVD","IBIS BAKERY LLC","KANSAS CITY","MO","20241231"
"537588864","Flat Rate 42","1715 LINN ST","HOME DELIVERY SERVICE LLC","KANSAS CITY","MO","20251231"
"1255641728","Commercial Printing (except Screen and Books)","1807 W 45TH ST","ATHENA PRINTING LLC","KANSAS CITY","MO","20251231"
"1435275904","Medical Dental and Hospital Equipment and Supplies Merchant Wholesalers","4401 WORNALL RD","TRIANGLE BIOSURG SALES LLC","KANSAS CITY","MO","20251231"
"1762098304","Industrial Building Construction","5800 FOXRIDGE DR","UNITED STATES CONSTRUCTION LLC","MISSION","KS","20251231"
"749034624","All Other Business Support Services","6405 WALNUT ST","JANUSIK LAURA A","KANSAS CITY","MO","20251231"
"669848192","Water and Sewer Line and Related Structures Construction","6841 E 13TH ST","VANNOSTRAND FRANCISCA","KANSAS CITY","MO","20251231"
"187956352","Pet Care (except Veterinary) Services","238 W 74TH ST","COLLAR CLUB LLC","KANSAS CITY","MO","20251231"
"1573387392","Commercial Photography","202 E 68TH TER","A DAY TO ADORE LLC","KANSAS CITY","MO","20251231"
"946672256","Temporary Help Services","402 S MILLIKEN AVE","ATLANTIC SOLUTIONS GROUP INC","ONTARIO","CA","20251231"
"1258681472","Clothing and Clothing Accessories Retailers","6215 OAK ST","SHOP GIRLS LLC","KANSAS CITY","MO","20251231"
"1739525248","Commercial and Institutional Building Construction","15525 S MAHAFFIE ST","HAYES DRILLING INC","OLATHE","KS","20251231"
"1827324544","Clothing and Clothing Accessories Retailers","520 NICHOLS RD","URBN US RETAIL LLC","KANSAS CITY","MO","20251231"
"445211264","Janitorial Services","1728 E 97TH ST","UNION OF LOVE CLEANING SERVICE LLC","KANSAS CITY","MO","20241231"
"1995793024","Other Services Related to Advertising","1220 E 31ST ST","RESTO DISPLAY LLC","KANSAS CITY","MO","20251231"
"1044779648","Residential Remodelers","1108 SW MISTY CRK","EAGLE ONE CONTRACTING LLC","BLUE SPRINGS","MO","20251231"
"295264896","Security Guards and Patrol Services","2305 S CENTER RD","PREMIER SECURITY SOLUTIONS COMPANY INC","BURTON","MI","20251231"
"813329536","Commercial and Institutional Building Construction","13117 S US HIGHWAY 71","PLUMBING PLUS INC","GRANDVIEW","MO","20261231"
"319616128","Direct Property and Casualty Insurance Carriers","4200 SIX FORKS RD","HARCO NATIONAL INSURANCE COMPANY","RALEIGH","NC","20251231"
"1238958720","Residential Remodelers","3720 E 104TH ST","BRUCE WAYNE PLUMBING LLC","KANSAS CITY","MO","20251231"
"1623999104","General Freight Trucking Long-Distance Less Than Truckload","5109 PASEO BLVD","HMO LOGISTICS LLC","KANSAS CITY","MO","20241231"
"116030592","All Other Miscellaneous Retailers","3227 CHARLOTTE ST","TEXAS JACK AND TURKEY CREEK COFFEE COMPANY LLC","KANSAS CITY","MO","20251231"
"1950179968","Janitorial Services","19226 CY FAIR FIRE RD","LIM SERVICE INDUSTRIES INC","CYPRESS","TX","20251231"
"634454656","Convention and Trade Show Organizers","7421 BALES AVE","LILY MOON LLC","KANSAS CITY","MO","20251231"
"2062918272","Gasoline Stations with Convenience Stores","3700 E GREGORY BLVD","ALMADINA ENTERPRISES LLC","KANSAS CITY","MO","20261231"
"1783194240","Sewing Needlework and Piece Goods Retailers","300 2ND AVE S","SVP SEWING BRANDS LLC","NASHVILLE","TN","20251231"
"1935629440","Commercial and Institutional Building Construction","25618 W 103RD ST","NAVITAS LLC","OLATHE","KS","20251231"
"1281561216","All Other Professional Scientific and Technical Services","13015 E US 40 HWY","MIDWEST HYDRO TESTING LLC","INDEPENDENCE","MO","20251231"
"104344704","Other Grocery and Related Products Merchant Wholesalers","265 MASON RD","ICEE COMPANY THE","LA VERGNE","TN","20251231"
"1572699264","Lessors of Other Real Estate Property","3720 FREMONT AVE","INTEGRITY FIRST INVESTMENTS LLC","KANSAS CITY","MO","20241231"
"1395981440","All Other Professional Scientific and Technical Services","14930 W 101ST TER","DURHAM SUPPLY INC","LENEXA","KS","20251231"
"309464192","Commercial and Institutional Building Construction","10601 W 79TH ST","TEMP-CON LLC","SHAWNEE","KS","20251231"
"188247168","Commercial and Institutional Building Construction","2614 E MURPHY SCHOOL RD","J E HEFNER CO","GRAIN VALLEY","MO","20251231"
"1703197824","Nail Salons","4309 N CHOUTEAU TRFY","TUONG LE ENTERPRISES INC","KANSAS CITY","MO","20251231"
"1470325376","Offices of Real Estate Agents and Brokers","3520 LOCUST ST","LAUREN HRUBY REAL ESTATE LLC","KANSAS CITY","MO","20261231"
"674243200","Commercial and Institutional Building Construction","2127 E SPEEDWAY BLVD","BARKER CONTRACTING INC.","TUCSON","AZ","20241231"
"1108765824","Tax Preparation Services","15 W 83RD ST","KELLY JACQUELINE","KANSAS CITY","MO","20251231"
"740364928","All Other Professional Scientific and Technical Services","970 INWOOD AVE N","SPARK TRAINING SOLUTIONS LLC","OAKDALE","MN","20251231"
"60592768","Dental Equipment and Supplies Manufacturing","541 E LIBERTY ST","PAN-AM DENTAL LLC","SAVANNAH","GA","20251231"
"547848832","General Freight Trucking Local","1920 MYRTLE AVE","DESTINEE LOGISTIC INC","KANSAS CITY","MO","20241231"
